rn,D04,R04,D08,R08,D12,R12,D16,R16
917,1117,1901,1461,1651,1004,1786,1244,1720
918,696,1059,1018,1189,412,652,590,813
919,355,614,342,329,683,815,813,1096
920,768,1040,842,741,619,739,566,692
921,1466,2880,2297,2816,2309,3966,2031,4455
922,1017,1901,1459,1629,1201,1901,918,2138
923,814,1429,1020,1142,842,1309,617,1529
924,1035,1313,1244,984,1102,1269,713,1613
925,1348,1963,1797,1561,1473,2049,1075,2337
926,759,1573,989,1310,876,1519,652,1674
927,1295,1945,1625,1513,1396,1913,1041,2121
928,396,575,510,450,425,542,279,657
929,888,1270,1105,1095,892,1164,648,1280
930,1028,933,1201,740,1074,834,773,924
931,680,1774,796,1671,657,1840,593,1757
932,585,1392,746,1293,676,1482,622,1386
933,588,1378,741,1364,741,1590,597,1493
934,1484,2076,1632,1834,1686,2296,1547,1943
935,162,315,184,292,162,337,146,315
936,1772,2885,2198,2882,1774,2717,1725,2542
937,1956,4218,2164,3524,1885,3707,1838,3240
938,532,1241,935,1517,862,1697,919,1416
939,865,1691,995,1479,1423,2533,1435,1910
940,1210,2513,1290,2285,1064,2406,1049,1542
941,1273,2363,1451,2184,1364,2176,1628,2031
942,605,1682,697,1619,585,1642,770,1673
943,1386,2627,1566,2387,1215,2043,1573,2045
944,719,1736,855,1649,532,1222,608,1069
945,717,1322,754,953,849,1522,620,692
946,812,1426,989,1541,786,1578,1176,1572
947,1391,2339,1516,2088,1964,3509,1936,2271
948,562,1199,637,998,669,1305,944,1036
949,1299,1298,1247,1133,1121,1231,779,1483
950,1039,686,999,605,895,687,656,881
951,1361,1093,1324,970,1118,1079,846,1231
952,314,366,326,345,317,362,260,369
953,1218,1032,1296,891,1292,1154,1208,1047
954,3556,2864,4410,2907,3445,2605,3062,2752
955,2052,2319,2184,2272,1844,2242,1597,2371
956,1526,1622,1433,1548,1071,1372,753,1598
957,1248,1203,1209,1098,1224,1370,879,1510
958,687,668,631,627,708,899,533,1050
959,907,849,858,778,716,789,517,921
960,830,982,787,894,765,1002,542,1173
961,1530,1233,1417,1134,1307,1278,968,1592
962,859,861,776,856,856,1061,638,1220
963,649,731,622,659,544,655,398,775
964,1488,1741,1535,1667,1448,1790,1196,1950
965,1271,1670,1379,1618,1271,1650,955,1794
966,1298,1589,1276,1500,1155,1635,849,1784
967,1326,1446,1255,1282,1065,1195,839,1337
968,882,875,852,774,758,867,510,1082
969,1369,816,1379,707,1213,892,939,1133
970,1097,973,1226,791,1042,1048,842,1224
971,822,591,911,464,1074,732,926,638
972,2293,1457,2543,1207,2830,1563,2235,1304
973,1352,1051,1497,909,1440,1142,1215,1309
974,1527,1264,1712,1075,1696,1511,1436,1712
975,2282,2161,2861,1878,2912,2629,2502,2609
976,1374,1228,1595,1026,1606,1267,1573,1485
977,2698,2016,3289,1764,2329,1468,2014,1593
978,2160,1363,2537,1045,2225,1272,1916,1120
979,2553,1286,2667,1003,1836,1014,1521,772
980,541,459,576,365,473,488,378,546
981,759,778,859,670,625,740,456,856
982,729,751,814,651,629,710,466,816
983,347,404,432,311,318,368,246,396
984,1567,1244,1619,1057,1398,1123,977,1298
985,528,592,561,467,465,528,325,617
986,1025,1042,1044,830,928,941,650,1077
987,546,717,558,559,510,658,334,772
988,595,536,593,421,477,468,289,634
989,821,239,1000,215,657,169,548,169
990,1078,485,1093,357,1090,356,913,257
991,1204,142,1174,69,2186,238,1544,228
992,2145,553,2111,363,1677,168,1174,192
993,1403,247,1444,143,1033,57,725,54
994,785,504,769,367,1436,432,1068,402
995,1987,1141,2027,734,1216,701,1063,562
996,1235,826,1110,530,1151,590,940,617
997,1938,1436,2227,1257,2872,1533,1990,1051
998,700,866,1064,1003,1090,1133,1025,1131
999,524,582,715,591,462,476,483,504
1000,2128,1409,2098,1029,1593,929,1186,717
1001,793,649,818,468,0,0,0,0
1002,1534,1018,1661,648,2424,1022,1771,923
1003,1932,2045,2113,1613,2878,2072,2371,1733
1004,2107,1746,2322,1531,1179,974,910,872
1005,1074,1124,1266,856,780,812,381,368
1006,1188,891,1228,659,1932,798,1420,766
1007,284,211,306,143,1513,560,1148,498
1008,2704,2359,2865,1901,2664,1598,2105,1512
1009,1276,1751,1385,1511,1255,1594,984,1552
1010,788,994,932,884,946,1201,900,1175
1011,1460,1947,1668,1685,1559,1978,1649,1645
1012,431,842,557,736,517,726,551,582
1013,1154,1904,1183,1779,1000,1270,708,1445
1014,603,996,703,959,996,1265,904,1367
1015,201,223,172,126,208,214,212,221
1016,1457,1606,1757,1486,1476,1483,1260,1526
1017,423,579,511,595,860,881,794,1037
1018,1167,1624,1566,1648,1744,1967,1539,1831
1019,1563,1736,1882,1745,1564,1614,1358,1557
1020,1100,2061,1253,1882,1179,1981,909,1877
1021,487,910,531,823,587,1033,454,1020
1022,794,1536,875,1445,837,1587,668,1623
1023,1114,2520,1233,2514,1199,3061,1002,3002
1024,526,1163,549,1112,370,942,308,933
1025,427,790,525,773,489,846,362,922
1026,1323,2460,1588,2126,1639,2506,1422,2565
1027,1379,2150,1516,1777,1170,1668,1023,1674
1028,892,1516,1036,1316,1286,2057,993,1809
1029,1292,2739,1649,2692,1603,3092,1318,3112
1030,507,1181,604,1069,662,1374,563,1430
1031,432,1015,490,1035,405,1058,327,949
1032,306,573,325,491,256,446,171,430
1033,298,308,351,211,414,282,311,332
1034,657,735,705,561,723,634,515,690
1035,1067,1353,1258,894,1231,905,843,908
1036,1285,1437,1525,946,1419,1038,1041,1191
1037,580,626,697,393,655,438,410,535
1038,671,282,684,187,0,0,0,0
1039,1632,1056,1716,776,932,483,773,429
1040,647,277,641,203,713,202,415,274
1041,998,606,1080,536,1666,640,1184,758
1042,1803,1098,1808,883,1870,1150,1491,1109
1043,1561,918,1570,697,1351,633,1036,651
1044,1935,1244,1955,992,1164,746,1181,914
1045,0,0,0,0,1936,1150,1540,1097
1046,2408,2183,2628,1666,2764,2356,2470,1988
1047,1537,762,1508,562,855,363,595,351
1048,3459,1771,3638,1409,3199,1541,2389,1740
1049,127,74,114,65,659,483,454,553
1050,869,786,1059,719,1042,904,944,947
1051,261,260,260,212,271,332,219,307
1052,914,802,956,698,778,651,774,771
1053,3080,2813,4024,2569,3582,2855,2997,2449
